session,year,country,sentence
21,1966,DZA,United States intervention in that distant country has only given the conflict a scope which transforms the just struggle for self-determination of peoples into a strategic confrontation on a world scale.
21,1966,GBR,There should be no intervention by any foreign Power in that decision.
21,1966,BRA,"In the Dominican Republic, for instance, the timely and efficient intervention of the regional Organization brought about a prompt end to civil strife and cleared the way for the restoration of democratic rule through fair and peaceful elections."
21,1966,DOM,"If this experiment designed to initiate the Dominican Republic into the practice of civilized political coexistence were to be destroyed by the violent reaction of those who do not agree with this type of community, it would not be hard to prophesy that the legal vacuum thus created would be filled by foreign intervention or by a dictatorship which would crush public freedom and delay social progress."
21,1966,GRC,"Greece, which not long ago experienced a similar type of armed subversion, directed and supported from outside, and which, with the valuable help of the United Nations and the United States, was able to safeguard its independence, sovereignty and territorial integrity — Greece, which has had bitter experience of the suffering such intervention causes, cannot but feel deep sympathy for the Viet-Namese people."
21,1966,SEN,Smith that he had just informed the African leaders that there would be no military intervention in the event of a unilateral declaration of independence.
21,1966,VEN,"The difficult circumstances at present prevailing, which I have dealt with partly in this statement to the General Assembly, have given an inevitably pessimistic note to my intervention."
21,1966,KEN,Cases where there is unsolicited and unwarranted intervention in the domestic affairs of another State generate friction and ill-feeling which eventually assume the sinister form of being a threat to world peace.
21,1966,MDV,"We humbly appeal to the United Nations for timely intervention in all national disputes threatening world peace, and for peaceful settlement."
21,1966,NPL,"We have witnessed in the recent past that unsolicited armed intervention and other direct or indirect forms of interference in the affairs of other States necessarily bring in their wake complicated international problems, endangering the peace and security of many nations."
21,1966,NPL,"Had it not been for the timely intervention of the United Nations, the conflicts in Gaza, Congo, Cyprus and Kashmir probably would have escalated into major wars."
21,1966,YUG,"The failure thus far of foreign intervention to break the will of the Viet-Namese people, who are determined to be free, again confirms the fact that force cannot prevent people from attaining national independence and from choosing their social system, if they are firmly determined to do so."
21,1966,YUG,"That is why we condemn foreign intervention and the bombing of the territory of the Democratic Republic of Viet-Nam, a sovereign and independent country."
21,1966,TCD,"With reference to the question of the inadmissibility of intervention in the domestic affairs of States, despite the Charters of the United Nations and the Organization of African Unity, despite the Declaration on this subject which the General Assembly adopted in its resolution 2131 (XX), acts of subversion of: every kind continue to rock the newer States of the world."
21,1966,DNK,Self-determination for the people of South Vietnam can be secured only by bringing all foreign intervention to an end.
21,1966,MNG,"Peace-loving peoples are shocked by the gross interference of the imperialists in the internal affairs of other States, by the armed intervention boldly perpetrated against the freedom and independence of innocent peoples."
21,1966,MNG,"With this in view, the delegation of the Mongolian People's Republic would like to emphasize that military bases in foreign territories constitute one of the major obstacles to the strengthening of the independence of the newly emerged nations, and are permanent potential means for intervention in their internal affairs."
21,1966,NER,"It is therefore becoming urgent to envisage effective compensation measures, whether in the form of currency reserves to reinforce the present action of the International Monetary Fund, or in the form of long-term credits, or in the form of an equalization fund operating at world level as an insurance fund for development; or, better still, by harmoniously combining the multiplying effects of these different modes of intervention."
21,1966,EGY,"The road to peace in Viet-Nam, therefore, requires the execution and honouring of those Agreements, whose terms will also assure for the Viet-Namese people the attainment of their national aspirations: the building of their homeland in freedom, without foreign intervention."
21,1966,TUR,"Moreover, no one can deny the right of the people of Viet-Nam to decide their own political future free from all foreign intervention."
21,1966,HUN,The intervention of the United States in South Viet-Nam goes back to 1954.
21,1966,HUN,"Since that time, step by step, the involvement of the United States has grown, both in quantity and in quality, from intervention to aggression."
21,1966,HUN,This escalation of the United States intervention is the basic factor in the origin of the present situation in South- East Asia.
21,1966,HUN,It is in the interest not only of the Viet-Namese people but also of other nations of South-East Asia and of world peace in general that the escalation of the United States intervention be stopped and the whole tide be reversed.
21,1966,HUN,"But as long as the aggression and intervention continue, it is the duty of all peace-loving nations to support the heroic struggle of the Viet-Namese people, and this assistance will certainly enable the people of Viet-Nam to endure, resist, and even overcome the attack, however much it may be escalated."
21,1966,CAF,"On the world scale, the Central African Republic reaffirms its will to choose its friends freely, with scrupulous respect for the principle of non-intervention, and it is anxious to maintain friendly relations with all peace-loving and justice-loving States."
21,1966,CHL,His proposals and his personal intervention in these problems should be fully supported by the great Powers and by all the Members of the United Nations.
21,1966,CUB,"Asia, Africa and Latin America are today the prey of a United States policy of violence, barbarism, intervention, subversion and exploitation, and the risk grows larger every day that its regional wars and depredations will be escalated into a conflict of vast dimensions."
21,1966,CUB,The Cuban delegation is categorically opposed to any kind of United Nations interference or intervention in the question of Viet-Nam.
21,1966,CUB,"In the Far East, Yankee imperialism continues to pursue a policy of violence, intervention, oppression and exploitation."
21,1966,CUB,"In our day, wars have their origin in imperialism’s policy of aggression, intervention, oppression, exploitation and cupidity."
21,1966,CUB,"The territorial and economic expansion of the United States was nurtured specifically by military aggression against the nations of Latin America, plunder of their territory, exploitation of their resources and barefaced intervention in their internal affairs."
21,1966,CUB,"The most dyed-in-the-wool lackeys and reactionary rulers of Latin America protested against the agreements reached at the Conference, alleging a violation of the principle of non-intervention."
21,1966,CUB,"But who would give credence to the charges of these so-called champions of Latin American sovereignty, for they are the same men who have been the accomplices of the acts of intervention, plunder, abuse, subversion and aggression committed by the Yankee imperialists? What moral authority can emanate from those who shamelessly accepted the military intervention in the Dominican Republic and have Joyfully acquiesced in elections held at the point of foreign bayonets? Who will regard as zealous custodians of the principle of non-intervention those who expelled Cuba from the Organization of American States and allowed their territory to be used as bases for aggression against Cuba? Who but they passively permitted the bloody aggression of the Marines against the people of Panama? Who but they have accepted without a whimper the insolent statements of the United States Executive and Legislative Branches, which threw into their faces the United States intention of disposing of the Latin American Republics as though they were part of President Johnson's ranch? In short, who but these strong-arm men and theoreticians of foreign intervention, aggression, subversion and exploitation in Latin America are the instruments and accomplices of Yankee imperialism in its flagrant and cynical violation of the principle of nonintervention?  130."
21,1966,CUB,Imperialism and intervention are one and the same.
21,1966,LKA,"To attribute motives or to suspect the professions of intention of Governments may be an easy intellectual or political exercise, but I feel a more constructive approach to the situation would be to accept the offer of the United States as a challenge and examine its possibilities, particularly since it is our view that the intervention of the United States in Viet-Nam has not been motivated by the classic colonial objectives of territorial expansion or the establishment of strategic bases."
21,1966,LKA,"My delegation nevertheless feels, as it has always felt, that this Organization, as the final repository of the hopes and aspirations, particularly of the smaller and weaker nations of the world, cannot allow itself to rest content with intervention only after a breach has actually occurred."
21,1966,GIN,"The conflict in Viet-Nam could, indeed, have remained within the limits of a civil war engaging the political factions of a country seeking its stability and its own road to development in social justice, had it not been for the direct intervention of the United States of America on the side of one of these factions."
21,1966,GIN,"We may deplore the state of affairs that led to tills direct intervention by one of the two greatest military and economic Powers of the world in the imbroglio in South Viet-Nam, an intervention that has gone beyond its original bounds to take such violent and abominable form as the bombing of the Democratic Republic of Viet-Nam, the fatherland of President Ho Chi Minh, that apostle of decolonization and of independence for enslaved countries."
21,1966,GIN,"It consists in a courageous and determined quest for means of ending this foreign intervention, so that the Viet-Namese people may at long last know peace and security."
21,1966,GIN,"The war in Viet-Nam, with its trail of victims-among them, the detente, decolonization and the development of the “third world”-gives us a living example of the great dangers inherent in foreign intervention in the domestic affairs of sovereign States and of the absolute necessity scrupulously to respect the provisions of the Charter in this respect and those of the Declaration, adopted at the twentieth session of the General Assembly, on the Inadmissibility of Intervention in the Domestic Affairs of States and the Protection of Their Independence and Sovereignty [resolution 2131 (XX)]."
21,1966,BGR,The policy of intervention in the domestic affairs of States is creating increasing political tension in other parts of the Indo-Chinese peninsula.
21,1966,BGR,"It has been frequently emphasized from this rostrum that one of the main reasons for the tension and lack of confidence in international relations is the existence of foreign military bases on the territory of other countries, and that these bases are one of the most harmful manifestations of the policy of intervention in the domestic affairs of States."
21,1966,BGR,"Another positive fact is that despite many difficulties caused by certain imperialist circles, there is a trend in Europe not only towards economic cooperation but also towards the development of cultural, scientific, political and other relations between certain countries on the basis of equality and non-intervention in domestic affairs."
21,1966,BGR,"Among these causes, the policy of intervention and aggression is of decisive importance because its harmful consequences hinder the proper functioning of the United Nations and paralyse its activity in numerous important spheres of international life."
21,1966,GHA,"Since this is the first intervention of my delegation in the general debate, I should like to congratulate you, Mr."
21,1966,GHA,In an earlier intervention [1419th meeting] my delegation had the honour of introducing the Afro-Asian draft resolution on South West Africa [A/L.
21,1966,GHA,"therefore, not surprised that the voluntary economic sanctions invoked against Rhodesia have been a dismal failure, thanks to South African and Portuguese intervention."
21,1966,HND,"The other policy — fatal for the destiny of the American hemisphere — is that which aims at overt or covert intervention in internal affairs, through the infiltration of guerrillas, acts of terrorism, assassinations and bloodshed in general."
21,1966,HND,"These acts are contrary to the principles of the United Nations Charter and to the provisions of resolution 2131 (XX), which imposes on all Member States of this Organization the obligation to refrain from any act that might be a direct or indirect intervention in the internal affairs of any other State."
21,1966,RUS,"Nor can we forget the intervention in the Dominican Republic and the threats, intrigues and subversive activities against the peoples of a number of other countries."
21,1966,RUS,"All this gives the USSR Government reason to hope for a constructive approach at the twenty-first session of the General Assembly to the question which we are submitting as an important and urgent item, entitled ""Elimination of foreign military bases in the countries of Asia, Africa and Latin America"" [A/6399], The adoption of a clear and unequivocal decision on this question would be a great step towards strengthening the independence of the newly-emerged States, protecting them from foreign intervention, and relaxing world tension,  144."
21,1966,CSK,"United States intervention in South Viet-Nam and its brutal acts of aggression against a sovereign State — the Democratic Republic of Viet-Nam — are a glaring violation of the basic rules of international law, the elementary principles of humanity and the principles of the United Nations Charter, by which States should be guided in their relations with other States and peoples whether they are Members of the United Nations or not."
21,1966,CSK,"Part of the responsibility is also borne by the Governments of certain allies of the United States, which are participating in the direct intervention in South Viet-Nam."
21,1966,CSK,"The Czechoslovak Socialist Republic unreservedly supports the demands of the Government of the Democratic Republic of Viet-Nam and the National Liberation Front of South Viet-Nam, which derive logically from the terms of the 1954 Geneva Agreements and which constitute a reasonable basis for the solution of the Viet-Namese problem, The interests of peace and international security make it imperative that the United States Government should immediately and unconditionally cease bombing operations and military action against the Democratic Republic of Viet-Nam and armed intervention in South Viet-Nam; that the armed forces of the United States and its allies should be withdrawn from South Viet-Nam; that the United States should remove its war material and dismantle all its bases there; that it should respect the right of the South Viet-Namese people to settle their own affairs without foreign interference; that it should recognize the National Liberation Front of South Viet-Nam as the sole genuine representative of the South Viet-Namese people; and that it should consistently abide by the 1954 Geneva Agreements on  Indo-China."
21,1966,CSK,"The General Assembly should also declare categorically that any act of aggression or intervention against peoples fighting for their independence and self-determination, and the use of force against States and peoples asserting these, their inalienable rights, conflict with the honour and conscience of nations and with the United Nations Charter and are illegal."
21,1966,SLV,"In this spirit my delegations firmly supported General Assembly Resolution 2131 (XX), which condemns any act of intervention in the domestic affairs of States, not only those which involve armed intervention but also all other, forms of interference or attempted threats against the personality of the State or against its political, economic and cultural elements."
21,1966,SLV,"We reiterate our support of this condemnation, for the situations prompting it, namely, the growing threat to universal peace through armed intervention and other direct and indirect forms of intervention against the sovereign personality and political independence of States, were this very year specifically denounced to the Security Council by eighteen Latin American countries."
21,1966,SLV,"At the same time, the Council of the Organization of American States promulgated a resolution condemning specific acts in open violation of the principle of non-intervention against American States and therefore contrary to the peace and security of the continent."
21,1966,SLV,"In repeating our adherence to the Charter of the United Nations and to the Charter of the Organization of American States, especially their provisions condemning all intervention in the domestic and external affairs of States, we demand that other States abstain from organizing, supporting, fomenting, financing, instigating or tolerating armed, subversive or terrorist activities, directed towards the violent overthrow of the democratic regimes of the American States we are convinced that strict compliance with these obligations is an essential requirement if nations are to live together in peace."
21,1966,MLI,"If the policy of brute force, the policy of arbitrary and unilateral intervention in the domestic affairs of an independent country, is henceforth to take the place of the rules of international law and the principles of the Charter — as we have already seen in the Dominican Republic and in Cuba — then the law of the jungle may prevail in future in international affairs."
21,1966,MLI,"Let those who speak of possible United Nations intervention in the Viet-Namese conflict and those who preach a ""United Nations role"" simply ask themselves whether they would agree to their own vital interests being discussed and settled without them: let them ask themselves whether they would tolerate any discussion of their problems in their absence."
21,1966,MLI,"It is interesting to remember that President Kennedy, when he was only a member of Congress, uttered a serious warning against all Western intervention in Indo-China, during the Franco-Viet-Namese war."
21,1966,MAR,"We ardently hope that the parties involved will as quickly as possible find the hoped-for compromise, so that the bombing, the foreign intervention and the infiltration of troops may come to an end."
21,1966,MMR,"It is often also the case that disputes and dissensions within a country or between countries, and the resulting instability, open the door to foreign intervention."
21,1966,MMR,"Whatever the reason may be, foreign intervention, history shows, creates more conflict and causes more tensions, and does not help create conditions for peaceful adjustment or settlement of national or international disputes and situations."
21,1966,COL,"During the last session of the General Assembly, Colombia participated in the drafting and discussion of resolution 2131 (XX) on non-intervention."
21,1966,COL,"Consequently, armed intervention and all other forms of interference or attempted threats against the personality of the State or against its political, economic and cultural elements, are condemned."
21,1966,CRI,"Conflicts which in other times would have caused inexpressible suffering to humanity have been solved by the deliberations of this community of nations and its executive organs and by the action they have taken; peoples whose longing for freedom and independence was repressed have achieved recognition of their sovereignty as free States through the intervention and assistance of the United Nations; and, guided by the warmth and light of the principles and ideals which gave birth to this world Organization, the nations which have achieved the highest degree of economic and cultural development are today offering assistance from their human, technical and financial resources so that the weaker communities may find a way to strengthen their economies and improve the living conditions of their inhabitants."
21,1966,FRA,"But while we all attach importance to these two questions, while we realize that certain friendly delegations — I am thinking mainly of Canada and Ireland — are set on resolving the first of them, we are fully aware that no one wishes to augment the number of peacekeeping operations and that, in reality, no new intervention is now being contemplated and will not be, I hope, for a long time to come."
21,1966,FRA,"With the escalation continuing, how could such an overture conceivably come from anyone but the great Power directly involved, whose intervention, has been one of the basic contributing factors and which is, therefore, the only party in a position to make the move which will open up all possibilities and, first of all, that of peace? As was said in the General Assembly a few days ago, the greater the power and influence, the greater the responsibility."
21,1966,FRA,"I said from this very rostrum last year, with regard to the policy of co-operation:  ""We also believe that such a policy must be subordinated to the express condition that we refrain from linking aid, whatever form it may take, to any political condition whatever, and that we refrain from any intervention, in that connexion, in the affairs of our partners."
21,1966,UKR,"These bases and armed forces are used in interests alien to peace, as a means of exerting pressure on peace-loving States and often also as a means of direct armed intervention in their internal affairs."
21,1966,UKR,"By its very nature imperialism stands in the way of the sovereignty of States and peoples, and the policy of intervention, which is carried out in various forms, derives from the very essence of imperialism."
21,1966,UKR,"But the peoples of the whole world can and must, through their struggle, build insuperable obstacles to the struggle against imperialist intervention and must uphold the principles of the equality of rights and the sovereignty of States."
21,1966,UKR,We have already referred to the consequences of American imperialist intervention in the domestic affairs of the Viet-Namese people.
21,1966,UKR,Another example of armed intervention by the United States was provided by the well- known events in the Dominican Republic.
21,1966,UKR,Cuba is offering resolute resistance to United States intervention in its internal affairs.
21,1966,UKR,In the countries of Latin America intervention by the United States takes a wide variety of forms.
21,1966,UKR,The resolution of the United States House of Representatives of 20 September 1965 “legalizes” both indirect and direct intervention in the internal affairs of other States and peoples.
21,1966,UKR,Appeals for intervention in the internal affairs of other countries and peoples are heard from the lips of prominent statesmen and politicians of that country.
21,1966,UKR,We mention it only in order to show how thoroughly permeated United States foreign policy is with the philosophy of intervention in the domestic affairs of other States and to what extent this has become a commonplace phenomenon for a considerable number of politicians and even for the supreme legislative body of the United States of America.
21,1966,RWA,"We hope that the Council, which has the task of maintaining international peace and security, will strongly denounce and condemn the presence and intervention of mercenaries in Africa."
21,1966,KHM,"First of all, there is the direct military intervention of the Thai army against Khmer territory."
21,1966,KHM,The United Nations is an organization which was created so that the world should no longer be ruled by the use of force and so that all countries should be entitled to settle their domestic affairs without foreign intervention or interference.
21,1966,CYP,"We are, no doubt, at the end of this debate, going to reach the same lamentable conclusion: that in spite of our academic discussions and our declarations and our almost unanimous agreement on what international relations should be based upon - whether it be termed equality, whether it be termed non-interference and non-intervention, whether it be termed peaceful coexistence, whether it be termed tolerance and co-operation, political and economic-we have not succeeded, and we must not hesitate to admit it."
21,1966,GUY,"President, since this is my first intervention, permit me to offer you my congratulations on your election to the post of President of the General Assembly at its twenty-first session."
21,1966,POL,For United State intervention in Viet Nam is nothing else but a war again the national and social liberation.
21,1966,POL,"Strangely enough, political shortcomings and failures of the United Nations have been ascribed by them to the lack of an institutionalized form of intervention by the United Nations in international conflicts."
72,2017,BHR,That will terminate all forms of foreign intervention and put an end to the critical humanitarian situation of the Yemeni people.
72,2017,BHR,"We reaffirm that we do not side with any one Yemeni party against the other, but rather we oppose foreign intervention that seeks to harm this beloved country."
72,2017,BHR,That is in addition to pushing forward all efforts aimed at achieving a political solution that would preserve Syria’s unity and territorial integrity while ending foreign intervention in its internal affairs.
72,2017,QAT,"The blockade involves all aspects of life, including intervention by those countries to sever family ties."
72,2017,KIR,Our intervention is targeted at empowering our people at the household and community levels.
72,2017,TTO,"We remain fully committed to the purposes and principles of the Charter of the United Nations, and in particular to the principles of the sovereign equality of States, non-intervention and non-interference in their internal affairs and freedom of trade and navigation."
72,2017,FRA,"In Libya, six years after the military intervention there, I acknowledge, before the Assembly, France’s particular responsibility to ensure that the country regains its stability."
72,2017,DZA,"Algeria remains committed to certain basic foreign- policy principles that are derived from the Charter of the United Nations, namely, respect for the independence and territorial integrity of States, non-intervention in other countries’ internal affairs, the peaceful settlement of conflicts and the right to self-determination."
72,2017,SUR,"On the issues of non-interference and non-intervention, I draw the Assembly‘s attention to the following."
72,2017,SUR,Non-interference in the affairs of sovereign States and non-intervention are not empty principles.
72,2017,SUR,"So when we tell the world that non-interference and non-intervention are principles to adhere to at all costs, we are speaking from our own experience."
72,2017,SUR,"Suriname rejects any measure that might strengthen the blockade, which is in violation of international law, the sovereignty of States, the principles of non-intervention in internal affairs and self-determination."
72,2017,SUR,History proves that interference and intervention are never successful.
72,2017,SSD,The old “humanitarian intervention first and development later” paradigm is not a viable policy in the case of South Sudan.
72,2017,SSD,"As a Government, we will redouble our efforts to ensure access and improve the enabling environment for humanitarian intervention."
72,2017,EGY,"Fifthly, settling disputes in our world today can be achieved only through respect for the principles of international law and negotiation on the basis of legal, historic and moral principles, as well respect for the sovereignty of States and the principle of non-intervention in individual States’ internal affairs."
72,2017,GRC,"With regard to the Cyprus issue, our objective is summed up in the concept outlined by the Secretary-General at the international Conference on Cyprus — which is to make Cyprus a so-called normal State, one that is sovereign, independent and free of foreign-occupation troops, external guarantees and rights to intervention."
72,2017,PAK,"In recent years, some countries have displayed a growing proclivity to resort to unilateral force and intervention against other States."
72,2017,PAK,"Apart from the people of Afghanistan, Pakistan and its people have suffered the most from four decades of foreign intervention and civil wars in Afghanistan."
72,2017,PAK,"Terrorism is rather an extreme response to real or perceived political and/or other grievances, including foreign intervention, oppression and injustice."
72,2017,RUS,"Incitement to disorder and threats of violent intervention in the cause of the democratization of Venezuela are unacceptable, as is any action aimed at undermining the legitimate Government of any country."
72,2017,VCT,"There is no conflict, challenge or disagreement in our region that requires military intervention in any way, shape or form, be it covert, overt or by proxy."
72,2017,ECU,"After birth, we need to provide medical care for the child, appropriate nutrition, vaccinations, neonatal screening and early intervention."
72,2017,ECU,We therefore insist that the sovereignty of States and non-intervention must be respected.
72,2017,ECU,"Military intervention is not the answer, as it only brings with it suffering, pain and death."
72,2017,WSM,"Although we are a small country, Samoan police officers continue to serve side by side with officers from other countries in places that require the intervention of the United Nations."
72,2017,IRN,I want to emphasize that foreign intervention and the imposition of alien wishes on the people of the region can only widen and deepen the crises in our region.
72,2017,GMB,"We learned that willpower, national unity, decisive regional intervention and the undivided and clear support of the international community could produce positive outcomes."
72,2017,GMB,We therefore would like to seize this great opportunity to thank the leaders of the Economic Community of West African States (ECOWAS) for their timely and firm intervention in bringing peace to The Gambia.
72,2017,GNQ,"All of that has been part of an attempt to confuse international public opinion about the reality of the progress achieved by Equatorial Guinea in order to justify, as always, an intention to impose so-called humanitarian intervention in our country."
72,2017,NIC,The cry in Latin America and the Caribbean is unanimous — nobody wants military intervention from the United States.
72,2017,NIC,"We emphasize the need for a political and negotiated solution between Syrians and an end to foreign intervention, including financing, military training and supplying arms to terrorist groups, so that there may finally be peace."
72,2017,URY,"Latin America has single-mindedly rejected all attempts to resolve internal conflicts in Latin America, no matter how intense they are, through military intervention."
72,2017,CYP,"In that regard, we firmly believe that the most vital element in achieving inter-State, regional and global peace is respecting and ensuring the full and unhindered independence, territorial integrity and sovereignty of each and every State Member of the United Nations — a pillar that constitutes one of the most indispensable provisions of the Charter of the United Nations and the most basic rule aimed at prohibiting foreign intervention in the territory, the exclusive economic zone or the internal affairs of independent and sovereign States Members of the United Nations."
72,2017,CYP,"It is for that exact reason that, since resuming negotiations on establishing a normal and sovereign State and from the very beginning, we have made it our goal to terminate the Treaty of Guarantee and the right of intervention, as well as agree to a sunset clause for full withdrawal of the foreign occupation troops."
72,2017,CYP,"In stark contrast to the framework of the Secretary-General and the positions of the other two guarantor Powers, Turkey, in adopting an inflexible position, insisted on maintaining the Treaty of Guarantee and the right of intervention, as well as the permanent presence of troops."
72,2017,CYP,"Is it incomprehensible to aspire to establish an independent and sovereign State without foreign guarantees and the intervention of a third country, while enjoying freedom from the presence of occupation troops? Is it irrational to advocate establishing a normal State in which all decisions are made only by its citizens, free from foreign dependencies? Is it unreasonable for an EU member State to efficiently and effectively participate in the decision-making of the European Union? Is it unfounded to envision terminating the anachronistic Treaty of Guarantee and establishing a robust security system based on the Charter of the United Nations and the relevant treaties of the European Union and the Council of Europe? Is it against any established principle for the United Nations, as well as the relevant institutions of the EU, to ensure and safeguard the smooth and secure implementation of the provisions of the settlement? And is it a paradox to reject Turkey’s insistence that it should assume that role? Does any constitution of a federal State provide that, for every decision at the federal level, at least one positive vote by the members of the State is required, especially when one of the members of the federation is controlled by a third party? Finally, could anyone maintain that reaching a settlement based on Turkey’s proposals would have led to establishing a functional and viable State? Despite our disappointment, what I want to emphatically stress and convey is that the vision of the people of Cyprus is simply to end the unacceptable status quo and establish a federal State that would ensure all generations of Greek and Turkish Cypriots conditions of stability for a safe, prosperous and peaceful future; a State free from any foreign interventions and dependencies; a “normal State”, as the Secretary-General has very correctly stated; a State led by Cypriots for Cypriots."
72,2017,TUV,"Of similar concerns, the people of West Papua should be enabled to exercise their fundamental right, with the intervention of this responsible Organization, to determine their own development aspirations and future."
72,2017,COL,What was the reason for that intervention? I announced to Colombia and to the international community that our armed forces had taken down the head of the guerrillas of the Fuerzas Armadas Revolucionarias de Colombia (FARC).
67,2012,TUN,Tunisia requests rapid humanitarian intervention to help save the heroic Syrian people and to ensure the departure of President Bashar Al-Assad and his criminal regime.
67,2012,SYR,"Under the pretext of humanitarian intervention, these countries interfere in the domestic affairs of States and impose unilateral economic sanctions that lack any moral or legal basis."
67,2012,CUB,Cuba reaffirms the right of the Syrian people to the full exercise of its right to self-determination and sovereignty without interference or foreign intervention of any sort.
67,2012,KNA,"Libya and Syria, of course, are just two of the many cases that come to mind, with the myriad and multifaceted questions that they raise, not only regarding the advisability of intervention, but also with reference to such issues as the timing of any intervention, the form of any intervention and, of course, the associated humanitarian and relief-related consequences of any such intervention."
67,2012,IRQ,"We also realize that the facts on the ground suggest that regional and international intervention could adversely impact the Syrian issue and might cause unlimited chaos and devastation that would spare no one, including the interveners."
67,2012,ERI,"The noble aims of protecting human rights and civilian lives are being selectively and cynically employed to justify military aggression, external intervention and imposition of sanctions — collective as well as unilateral — to destabilize nations, change Governments and gain economic advantages."
67,2012,PRK,"At present in international relations, high-handedness and arbitrariness are becoming ever more undisguised, and the use of force and acts of State terrorism aimed at infringing on sovereignty, interference in internal affairs and effecting regime change are being perpetrated under such pretexts as non-proliferation and humanitarian intervention."
67,2012,AUS,That is a principle underpinning every Australian aid intervention and initiative: empowering women and girls.
67,2012,NER,An operational concept for military intervention should be drawn up and adopted within the framework of a coalition that should include troops from ECOWAS member States as well as from the countries involved and from other African countries wishing to take part.
67,2012,CHL,"The international community bears the responsibility to support that process, while respecting the principles of non-intervention, territorial integrity and, above all, human life."
67,2012,BLR,That is why no trendy concepts such as humanitarian intervention or responsibility to protect can justify interference in the internal affairs of sovereign States.
67,2012,LBN,"However, those legitimate demands can be attained solely through a peaceful transition and dialogue, not violence and foreign intervention, which will lead only to more chaos, injustice and division, increasing the number of refugees and exacerbating related humanitarian consequences."
67,2012,RUS,"The militarization of the conflict continues, with calls for open intervention."
67,2012,EGY,"We are therefore striving to realize a new vision of Egypt that will serve as a programme of action for the world and that will guide our cooperation with the international community in a spirit of equality and mutual respect through the promotion of non-intervention in the affairs of States and the implementation of international principles, agreements and instruments."
67,2012,EGY,"It would involve all factions of the Syrian people without ethnic, religious or gender discrimination and would spare Syria the danger of foreign military intervention, which we oppose."
67,2012,SUR,"In order to maintain and enhance our political stability, we must deepen and widen our eco-commercial position and be able to keep our country and people safe from any outside intervention and interference."
67,2012,MAR,"I therefore look forward to seeing the international community change its approach to resolving that crisis by reconsidering its intervention mechanisms and work methods in order to ensure that direct negotiations are resumed very soon and in the best possible circumstances, under the auspices and with the commitment of the inf luential Powers."
67,2012,MAR,It is up to us as Member States to provide the necessary means and to reiterate our political will to support the Organization and reform its structures and intervention mechanisms.
67,2012,TCD,"The United Nations, too, needs to expedite procedures and act quickly by adopting a resolution that would authorize the intervention of an international military force."
67,2012,MOZ,"To facilitate its intervention in this area, the SADC organ created a mediation unit that is based on the participation of a group of elders who, through their deep knowledge of the internal dynamics of the countries referred, have been contributing to peacebuilding, security and stability in the SADC region."
67,2012,MOZ,"The SADC Summit of Heads of State and of Government recently held in Maputo in August thoroughly examined ways to improve the organization’s intervention in the prevention, management and resolution of conflicts."
67,2012,MOZ,"With regard to Guinea-Bissau, Mozambique, as Chair of the Community of Portuguese-speaking Countries, continues to be committed to seeking a viable solution in order to restore constitutional order to that country through internal dialogue and the coordinated intervention of the international community."
67,2012,MOZ,"We further reiterate that internal dialogue, regional cooperation and the realistic intervention of the United Nations must be the priorities."
67,2012,CYP,"Cyprus still faces the consequences of foreign intervention, namely, the Turkish invasion and occupation."
67,2012,ECU,"We must of course restore the fundamental principles of the United Nations, namely, the legal equality of States, international social justice, unconditional respect for international law, the protection and defence of all human rights, cooperation and the promotion of the mutual interests of nations, respect for the sovereignty of States, the free self-determination of peoples, non-intervention in the internal affairs of other States, the elimination of wars of aggression and the peaceful settlement of disputes through dialogue, without recourse to the threat or, worse still, the use of force."
67,2012,POL,"Based on experience gathered by the international community, the contentious idea of humanitarian intervention has been replaced with the concept of the “responsibility to protect”."
67,2012,PRY,"In violation of international treaties, those countries have attempted to become the custodians of Paraguayan democracy, putting aside the principle of non-intervention enshrined in the Charter of the United Nations."
67,2012,ZWE,Libya has been made equally unstable after NATO’s deceitful intervention under the sham cover of Chapter VII of the Charter of the United Nations and the phony principle of the responsibility to protect.
67,2012,VEN,"Meanwhile, the imperial Powers have been promoting, within the United Nations, a new regulatory framework enabling foreign intervention in the internal affairs of States, trying to get States to give up their sovereignty, political independence and self-determination."
67,2012,VEN,"We should encourage political dialogue between Syrians, but we reject foreign intervention and the deadly policy of regime change."
67,2012,MRT,"In this connection, an emergency intervention plan, known as the 2012 Hope Plan, supported by some $170 million of State budgetary resources, was launched to deal with declining agricultural production and pastures declining owing to a lack of rain last year, as our country is greatly dependent on farming and livestock- raising."
67,2012,VCT,"We have bound ourselves together in the solemn goal of promoting peace, not fostering wars; of self-determination, not unilateral intervention; of the economic and social advancement of all peoples, not the callous disregard for the well-being of our fellow human beings."
67,2012,SDN,"What is needed is a system able to tackle the challenges that we face, one in which respect for international law prevails, in which the primary rules are the purposes and principles of the United Nations, including respect for the sovereignty of States, non-intervention in their internal affairs for any ostensible reason and the non-use or threat of force."
67,2012,SDN,"The Sudan is greatly concerned about new concepts and agendas that are not internationally agreed, controversial concepts such as humanitarian intervention, preventive wars, the responsibility to protect, political and economic sanctions and new mechanisms to bring pressure to bear on States, politicizing international justice."
67,2012,AFG,"For decades we had suffered, unnoticed, from violence, deprivation and sinister foreign intervention."
67,2012,CMR,There are situations when military intervention is perhaps inevitable.
